Ensembl	Mock1_Qun	Mock2_Qun	Mock3_Qun	NT1_Qun	NT2_Qun	NT3_Qun	T1_Qun	T2_Qun	T3_Qun
ENSG00000252275	0	0	0	0	0	0	0	0	0
ENSG00000259959	355	196	240	234	236	179	367	266	262
ENSG00000170448	686	514	596	510	453	462	853	540	554
ENSG00000163293	272	174	208	105	107	129	198	171	176
ENSG00000200269	1	1	1	0	2	1	0	0	0
ENSG00000283499	0	1	0	0	0	0	0	2	1
ENSG00000202014	0	1	1	1	0	1	1	0	0
ENSG00000248866	13	7	18	13	16	15	20	10	15
ENSG00000260120	1	2	1	9	14	15	17	12	18
ENSG00000250302	18	12	6	68	43	48	59	56	51
ENSG00000264585	0	0	0	0	0	0	0	0	0
ENSG00000286161	0	0	0	0	0	0	0	0	0
ENSG00000212588	0	0	0	0	0	0	0	0	0
ENSG00000248375	0	0	0	0	0	0	0	0	0
ENSG00000226887	13	5	7	41	50	42	69	53	69
ENSG00000212490	1	0	0	0	6	2	0	0	3
ENSG00000199901	0	1	0	2	1	0	3	5	7
ENSG00000128045	7	6	10	25	25	11	15	13	20
ENSG00000248115	44	33	33	48	62	53	76	80	68
ENSG00000252266	0	0	0	0	0	0	0	0	0
ENSG00000201496	0	0	0	0	0	0	1	0	0
ENSG00000082929	0	0	0	0	0	0	0	0	1
ENSG00000237868	0	0	0	0	1	1	0	1	0
ENSG00000241037	0	0	0	0	0	0	0	0	0
ENSG00000164113	0	0	0	1	0	2	0	1	0
ENSG00000248771	0	0	0	0	2	1	0	0	0
ENSG00000201050	0	0	0	0	0	0	1	0	0
ENSG00000248329	0	0	0	1	1	0	0	0	0
ENSG00000250227	0	0	1	0	0	0	0	1	0
ENSG00000244146	0	0	0	1	0	0	0	0	0
ENSG00000285563	0	0	1	1	0	1	0	0	1
ENSG00000221891	0	0	0	0	0	0	0	0	0
ENSG00000270960	0	0	0	0	0	1	0	0	0
ENSG00000248645	0	0	0	0	0	0	0	0	0
ENSG00000121089	7	5	2	0	3	1	5	5	6
ENSG00000236941	0	0	0	0	0	1	0	6	1
ENSG00000250486	0	0	0	2	1	0	0	0	0
ENSG00000248229	0	0	0	0	0	0	0	0	0
ENSG00000250887	0	0	0	0	0	0	0	1	0
ENSG00000250712	0	0	0	3	1	0	0	0	1
ENSG00000240674	1	1	0	3	1	1	0	0	0
ENSG00000176979	0	0	0	11	6	9	10	8	10
ENSG00000276623	0	0	0	0	0	0	0	0	0
ENSG00000250430	0	0	0	0	2	0	3	1	0
ENSG00000249617	1	0	0	4	1	1	7	3	2
ENSG00000187689	0	0	1	4	3	3	4	5	7
ENSG00000132464	5	4	5	21	14	28	23	15	15
ENSG00000286848	0	0	1	1	2	0	1	5	6
ENSG00000132467	519	446	470	270	313	282	534	398	401
ENSG00000207448	1	2	0	5	6	7	2	8	5
ENSG00000207058	0	0	0	3	3	5	6	6	2
ENSG00000272986	5	2	2	10	15	14	17	14	4
ENSG00000018189	1219	775	1198	1289	1085	1137	2073	1394	1426
ENSG00000283313	1	2	0	1	1	0	0	0	0
ENSG00000207007	0	0	0	1	0	0	0	0	1
ENSG00000163612	3	1	1	2	4	5	9	3	4
ENSG00000250268	0	0	0	0	0	0	0	0	1
ENSG00000231396	0	0	0	0	0	0	0	0	0
ENSG00000233136	0	0	0	0	0	0	0	0	0
ENSG00000227551	0	0	0	0	0	0	0	0	0
ENSG00000232399	0	0	0	0	0	0	0	0	0
ENSG00000249104	0	0	0	0	0	0	0	0	0
ENSG00000250844	0	0	0	0	0	0	0	0	0
ENSG00000250913	0	0	0	0	0	0	0	0	0
ENSG00000227140	0	0	0	0	0	0	0	0	0
ENSG00000235780	0	0	0	0	0	0	0	0	0
ENSG00000231051	0	0	0	0	0	0	0	0	0
ENSG00000231637	0	0	0	0	0	0	0	0	0
ENSG00000228856	0	0	0	0	0	0	0	0	0
ENSG00000219492	0	0	1	0	0	0	0	0	0
ENSG00000188438	0	0	0	0	0	0	1	0	1
ENSG00000252307	0	0	0	0	1	0	0	0	0
ENSG00000232773	0	0	0	0	0	0	0	0	0
ENSG00000250745	0	0	0	0	0	0	0	0	0
ENSG00000249811	0	0	0	0	0	0	0	0	0
ENSG00000248933	0	0	0	0	0	0	0	0	0
ENSG00000232264	0	0	0	0	0	0	0	0	0
ENSG00000230430	0	0	0	0	0	0	0	0	0
ENSG00000229579	0	0	0	0	0	0	0	0	0
ENSG00000249482	0	0	1	2	0	0	1	0	0
ENSG00000250231	0	0	0	0	0	0	0	0	0
ENSG00000248920	0	0	0	0	0	0	0	0	0
ENSG00000251694	0	0	0	0	0	0	0	0	0
ENSG00000205946	0	0	0	0	0	0	0	0	0
ENSG00000249613	0	0	0	0	0	2	0	0	1
ENSG00000250298	2	1	0	3	3	4	3	3	2
ENSG00000226950	596	335	576	274	291	296	634	527	546
ENSG00000244083	0	0	0	1	0	0	0	0	1
ENSG00000240775	9	3	6	7	3	2	12	8	10
ENSG00000273007	33	16	43	46	53	45	79	62	61
ENSG00000170917	65	44	77	91	78	81	143	88	108
ENSG00000252030	0	1	1	1	1	1	5	0	1
ENSG00000201786	2	3	1	2	2	0	5	4	1
ENSG00000213406	4	13	7	6	14	5	14	10	12
ENSG00000243883	4	1	5	4	7	6	10	3	5
ENSG00000109163	87	53	82	118	169	126	182	162	146
ENSG00000109471	0	0	0	0	0	0	0	1	0
ENSG00000138698	778	523	719	523	419	455	835	521	617
ENSG00000163626	303	177	287	372	298	313	620	407	451
ENSG00000172399	1	2	4	40	39	37	33	43	40
ENSG00000173542	1076	675	852	764	664	648	1352	849	815
ENSG00000174792	10	3	3	27	27	23	33	34	33
ENSG00000221296	2	0	0	2	2	1	4	2	1
ENSG00000248774	17	15	23	18	40	37	57	62	60
ENSG00000164104	2458	1607	2754	1014	971	987	1984	1286	1397
ENSG00000164105	240	199	247	108	118	120	212	153	143
ENSG00000164106	57	52	44	35	49	35	92	54	55
ENSG00000288025	50	35	25	36	35	38	61	59	53
ENSG00000242882	4	7	5	4	8	3	4	8	5
ENSG00000286226	8	3	0	3	5	9	3	6	7
ENSG00000252898	2	0	1	1	0	0	2	0	1
ENSG00000261646	18	10	6	13	20	15	18	15	17
ENSG00000164107	7	1	10	10	18	10	32	28	12
ENSG00000234801	4	3	3	2	3	4	7	1	3
ENSG00000213370	0	4	3	1	2	0	1	1	3
ENSG00000249488	1	0	0	2	1	0	2	2	1
ENSG00000283219	0	0	0	0	1	0	0	2	0
ENSG00000249502	18	18	40	16	25	28	31	35	20
ENSG00000118579	1565	1042	1492	824	812	770	1706	1100	1170
ENSG00000047662	37	38	45	121	91	101	183	109	101
ENSG00000163257	1685	983	1790	888	1020	930	1883	1358	1441
ENSG00000109805	3016	2013	2898	1657	1502	1520	2623	1929	1993
ENSG00000235413	13	20	17	15	13	11	26	17	17
ENSG00000250043	6	8	6	11	13	20	24	16	21
ENSG00000251216	10	2	16	19	22	17	30	20	26
ENSG00000151014	338	320	252	233	217	237	526	335	378
ENSG00000252503	9	11	4	16	11	8	12	13	21
ENSG00000240723	11	11	6	7	8	7	11	10	11
ENSG00000179967	22	17	25	8	6	10	19	14	22
ENSG00000276396	12	17	10	4	8	9	30	19	9
ENSG00000265892	0	0	0	2	2	2	1	1	1
ENSG00000207384	0	0	0	1	0	0	1	0	1
ENSG00000252362	0	0	0	0	0	0	1	1	0
ENSG00000206722	0	0	0	0	2	0	0	1	0
ENSG00000137463	55	25	63	37	35	33	85	64	52
ENSG00000109390	445	266	503	145	176	144	333	235	211
ENSG00000200520	4	7	7	11	11	8	14	16	10
ENSG00000248863	43	50	35	64	59	40	67	53	63
ENSG00000239005	6	3	3	11	4	4	15	9	11
ENSG00000272783	0	1	0	1	1	0	2	1	0
ENSG00000207009	1	5	1	0	2	5	4	5	6
ENSG00000163950	1077	726	979	443	487	499	873	714	751
ENSG00000168924	1448	1199	1328	699	612	755	1384	943	959
ENSG00000248188	0	0	0	11	4	5	7	2	5
ENSG00000004468	5	4	10	44	38	37	59	40	61
ENSG00000251644	1	0	1	3	2	1	4	0	1
ENSG00000137440	21	14	39	14	10	14	4	7	21
ENSG00000137441	0	0	0	0	0	2	0	0	1
ENSG00000007062	0	3	6	28	24	31	31	32	31
ENSG00000286280	0	0	0	2	1	1	5	3	0
ENSG00000169762	543	382	576	399	365	352	587	461	431
ENSG00000249234	11	3	14	8	12	7	23	14	17
ENSG00000201297	1	1	1	2	0	2	2	3	1
ENSG00000283550	0	0	0	0	0	0	0	0	0
ENSG00000251436	2	0	0	0	1	1	0	0	0
ENSG00000145375	946	595	824	867	801	828	1137	845	986
ENSG00000250322	7	2	4	5	2	7	2	1	4
ENSG00000287951	0	0	1	3	5	4	12	4	6
ENSG00000164056	131	94	69	218	189	149	394	228	213
ENSG00000249125	0	2	0	1	1	1	2	4	1
ENSG00000251526	0	0	0	2	1	1	1	0	0
ENSG00000241250	0	0	0	2	1	3	3	2	1
ENSG00000227040	0	0	1	0	1	0	0	0	1
ENSG00000240545	0	0	0	0	1	0	0	0	0
ENSG00000265894	1	0	0	1	1	0	0	0	0
ENSG00000278226	2	0	0	0	0	0	0	0	2
ENSG00000251799	0	0	0	0	0	0	1	0	1
ENSG00000269949	5	2	3	13	6	4	13	8	13
ENSG00000084092	374	297	374	329	339	343	498	321	364
ENSG00000047315	3447	2227	3411	1399	1237	1325	2539	1674	1735
ENSG00000251703	8	8	8	16	12	18	19	18	14
ENSG00000163453	25	25	36	28	39	28	32	38	45
ENSG00000250384	0	0	0	0	0	0	0	0	0
ENSG00000287369	0	0	0	0	1	0	1	0	3
ENSG00000084093	1781	1178	1578	1213	1204	1216	1990	1524	1551
ENSG00000164111	2799	1844	3078	980	956	973	1899	1293	1258
ENSG00000226757	0	1	0	2	1	1	2	4	0
ENSG00000123737	1178	772	1271	1157	953	969	1830	1259	1232
ENSG00000145386	2016	1288	2138	876	870	956	1552	1214	1228
ENSG00000138686	897	516	1015	689	669	658	1285	833	793
ENSG00000261501	1	0	1	0	2	2	5	5	7
ENSG00000138741	102	77	107	100	113	122	219	154	150
ENSG00000273133	15	16	3	16	9	12	29	11	11
ENSG00000118564	928	659	958	816	731	799	1322	869	1009
ENSG00000237765	347	174	398	258	245	244	434	293	323
ENSG00000288606	0	0	0	0	0	0	0	0	0
ENSG00000109743	10	12	11	31	24	27	47	47	44
ENSG00000214846	1	1	1	6	4	5	3	7	2
ENSG00000236959	0	0	0	0	0	0	0	0	0
ENSG00000284695	0	0	0	0	0	0	0	0	1
ENSG00000109193	0	0	0	0	1	0	1	0	1
ENSG00000251489	0	0	0	0	0	0	0	0	0
ENSG00000126545	0	0	0	1	0	0	0	0	0
ENSG00000126549	0	1	0	0	0	1	1	0	1
ENSG00000126550	0	0	0	2	2	0	0	1	0
ENSG00000234124	0	0	0	0	0	0	0	3	0
ENSG00000187533	0	0	0	1	3	4	0	1	1
ENSG00000205649	0	0	0	0	1	0	0	0	1
ENSG00000132465	0	0	1	8	4	6	7	10	7
ENSG00000270244	0	0	0	3	2	2	3	3	1
ENSG00000242727	0	0	0	2	4	5	2	5	4
ENSG00000186212	6	1	5	37	25	30	29	27	40
ENSG00000234036	26	28	21	10	14	18	15	20	13
ENSG00000118816	2286	2179	1797	1897	1556	1718	2522	1591	1701
ENSG00000214062	12	6	4	13	14	12	20	10	21
ENSG00000271676	0	3	0	4	4	1	4	7	2
ENSG00000201641	0	0	0	3	1	1	2	1	1
ENSG00000222592	0	0	0	2	3	3	1	7	1
ENSG00000134962	84	61	65	133	233	196	207	336	260
ENSG00000264621	0	0	0	1	0	1	3	0	2
ENSG00000238797	0	0	0	5	7	5	2	6	5
ENSG00000121897	154	87	197	169	164	136	341	199	181
ENSG00000224097	2	3	1	6	5	3	10	3	3
ENSG00000109814	406	307	335	129	101	126	206	144	169
ENSG00000287262	11	9	13	28	23	33	46	23	31
ENSG00000249930	3	2	1	10	4	1	5	4	2
ENSG00000163682	6333	4461	6214	2616	2399	2569	5366	3259	3182
ENSG00000145331	337	182	372	164	134	180	245	195	180
ENSG00000248676	0	0	0	1	1	1	1	2	0
ENSG00000109339	104	67	99	196	154	160	348	159	206
ENSG00000250062	0	0	4	8	3	6	8	3	3
ENSG00000252757	0	0	1	1	0	0	5	1	2
ENSG00000266515	0	1	0	0	0	0	1	0	0
ENSG00000251379	4	8	8	24	12	6	29	11	12
ENSG00000151834	0	0	0	0	0	0	0	0	0
ENSG00000128050	5997	3662	5305	2963	2593	2470	6100	3769	3775
ENSG00000177300	0	0	0	0	0	0	0	0	0
ENSG00000197057	0	0	1	0	1	1	0	1	1
ENSG00000168743	108	92	115	139	146	137	241	180	197
ENSG00000053900	669	334	647	499	471	466	776	531	569
ENSG00000163145	30	20	16	68	51	45	85	34	45
ENSG00000164116	197	126	184	188	195	248	252	255	268
ENSG00000061918	242	168	256	206	159	180	328	186	246
ENSG00000196159	335	203	313	422	315	327	704	417	451
ENSG00000206839	0	0	0	0	0	0	0	0	0
ENSG00000250464	0	0	0	0	0	2	1	0	0
ENSG00000251111	4	4	7	4	6	1	11	2	10
ENSG00000249700	5	5	6	8	6	7	12	17	10
ENSG00000134851	1227	654	1086	556	570	551	1125	782	732
ENSG00000239040	10	10	12	7	8	6	17	8	13
ENSG00000238585	5	4	0	4	1	4	4	1	1
ENSG00000197468	0	0	0	0	1	0	0	0	0
ENSG00000249272	0	0	0	0	0	0	0	0	1
ENSG00000250804	0	0	0	2	3	1	1	0	1
ENSG00000249347	0	0	0	0	0	0	0	0	0
ENSG00000284636	2	4	1	5	7	1	9	0	4
ENSG00000271057	1	1	1	3	2	1	6	3	9
ENSG00000251313	2	8	2	3	7	8	13	8	14
ENSG00000288075	76	56	73	70	54	58	141	83	89
ENSG00000250342	3	0	2	3	0	0	7	2	4
ENSG00000287972	16	10	9	23	19	9	37	18	19
ENSG00000249767	9	6	19	15	10	8	23	13	25
ENSG00000109654	817	498	874	614	570	523	975	672	697
ENSG00000121211	15	12	27	21	24	16	44	35	37
ENSG00000248998	0	0	0	0	0	0	7	1	3
ENSG00000249351	0	0	0	0	0	0	2	1	0
ENSG00000285711	0	0	0	1	0	0	2	0	0
ENSG00000243199	33	27	37	11	11	12	33	13	15
ENSG00000248479	5	1	6	12	5	4	19	5	4
ENSG00000222765	0	0	0	1	0	0	0	0	0
ENSG00000251527	0	0	0	1	0	0	1	0	0
ENSG00000231841	15	8	11	6	15	8	17	21	16
ENSG00000249022	0	0	0	0	0	0	0	1	0
ENSG00000243312	1	1	0	2	2	1	2	1	1
ENSG00000163633	0	1	3	1	2	0	3	3	1
ENSG00000250202	0	0	0	0	0	0	0	2	1
ENSG00000285458	4	1	5	3	2	1	3	3	5
ENSG00000251411	3	7	2	2	1	2	6	4	1
ENSG00000284968	16	13	15	8	15	12	18	22	22
ENSG00000235043	11	9	6	4	2	0	3	2	4
ENSG00000145332	1022	659	884	686	668	620	1299	780	847
ENSG00000248196	15	11	15	30	6	20	15	23	22
ENSG00000248180	34	26	18	31	15	18	58	26	22
ENSG00000250572	0	0	0	1	0	0	1	0	0
ENSG00000263981	0	0	0	0	0	0	0	0	0
ENSG00000170509	8	6	8	22	19	14	36	15	9
ENSG00000255723	0	1	2	1	2	2	1	3	2
ENSG00000198189	536	272	570	246	237	285	459	329	313
ENSG00000240966	1	2	0	2	0	0	4	3	2
ENSG00000207182	0	1	0	2	1	2	0	2	2
ENSG00000151615	2	0	1	19	8	7	15	10	6
ENSG00000248764	0	0	0	1	0	0	0	0	1
ENSG00000248346	0	0	0	5	1	1	2	7	2
ENSG00000260090	0	0	2	5	6	4	6	6	3
ENSG00000279376	1	0	0	27	23	10	9	7	6
ENSG00000223569	0	0	0	0	0	0	0	0	0
ENSG00000207171	0	0	0	0	0	0	0	0	0
ENSG00000229226	0	1	1	1	4	5	1	3	3
ENSG00000249623	2	3	2	3	5	5	6	2	7
ENSG00000198515	8	12	11	8	5	5	11	6	6
ENSG00000200998	0	0	0	0	1	0	0	0	0
ENSG00000251019	0	0	0	0	0	0	0	1	0
ENSG00000287632	0	0	0	0	1	1	4	2	0
ENSG00000239793	0	0	0	0	2	0	2	5	0
ENSG00000260278	1	4	4	10	10	8	15	20	20
ENSG00000266270	3	0	0	0	0	0	0	0	0
ENSG00000163291	1112	714	1138	591	547	544	1017	642	665
ENSG00000242175	5	4	3	5	3	7	7	8	7
ENSG00000254233	5	6	1	6	12	4	10	12	14
ENSG00000164306	99	83	145	214	170	137	279	207	180
ENSG00000151725	1190	825	1321	772	699	749	1297	892	864
ENSG00000249138	4	4	0	0	0	1	3	6	2
ENSG00000251139	4	3	5	1	3	2	9	0	4
ENSG00000286256	0	0	0	0	1	0	0	0	0
ENSG00000266698	0	0	0	0	0	0	0	0	0
ENSG00000251147	0	0	0	0	0	0	0	0	0
ENSG00000263458	0	0	0	0	0	0	0	0	0
ENSG00000279460	0	0	0	0	0	0	1	1	0
ENSG00000251906	0	0	0	0	0	1	0	0	1
ENSG00000276992	0	0	0	0	0	0	0	0	0
ENSG00000251473	0	0	0	1	0	0	4	3	4
ENSG00000252136	0	0	0	0	1	1	1	1	0
ENSG00000251259	7	3	6	4	10	7	14	15	11
ENSG00000251586	14	12	21	34	20	18	25	29	25
ENSG00000243383	1	2	1	3	4	0	9	2	2
ENSG00000200917	4	8	5	8	3	3	13	5	6
ENSG00000168769	952	669	785	964	788	817	1379	893	953
ENSG00000138684	0	0	0	0	0	2	0	1	0
ENSG00000227145	0	2	1	1	0	3	3	0	4
ENSG00000287692	1	1	9	3	2	8	5	12	9
ENSG00000181004	98	73	108	73	90	94	140	105	120
ENSG00000249784	0	0	0	0	0	0	0	0	0
ENSG00000185049	475	371	429	361	314	324	698	404	467
ENSG00000284587	0	0	0	0	0	0	0	0	0
ENSG00000185818	72	143	52	73	67	82	128	109	123
ENSG00000249006	68	46	36	55	43	48	69	79	70
ENSG00000250623	11	7	7	7	6	10	6	14	8
ENSG00000109685	3500	2920	3089	2562	2355	2365	4050	2762	2911
ENSG00000248692	0	0	3	1	2	1	10	0	3
ENSG00000225405	2	0	0	1	0	0	2	0	0
ENSG00000241344	0	0	0	1	0	0	1	0	0
ENSG00000250249	0	0	0	0	0	0	0	0	0
ENSG00000201644	6	0	1	2	2	0	1	1	3
ENSG00000138768	2414	1279	2313	1025	952	898	1855	1285	1199
ENSG00000229717	3	3	4	9	8	11	7	16	12
ENSG00000222644	0	0	0	2	1	1	2	4	2
ENSG00000138744	55	50	39	106	101	85	184	144	124
ENSG00000090316	510	472	622	307	283	325	499	426	430
ENSG00000163945	329	312	413	529	432	404	843	522	545
ENSG00000254094	3	1	4	3	2	6	4	3	5
ENSG00000253399	6	5	5	6	7	6	9	7	9
ENSG00000235608	0	0	0	0	0	0	0	0	0
ENSG00000288563	9	1	4	10	15	8	11	11	14
ENSG00000274238	8	1	3	4	3	2	4	8	14
ENSG00000277695	9	6	7	3	2	2	6	7	17
ENSG00000276542	4	2	9	6	12	5	9	20	9
ENSG00000228919	0	1	1	2	0	0	0	2	0
ENSG00000207807	0	0	0	0	0	0	0	0	0
ENSG00000273267	0	0	0	0	0	0	0	0	0
ENSG00000251460	0	0	1	0	0	0	0	0	0
ENSG00000250471	5	1	3	1	0	0	5	3	2
ENSG00000170801	6	15	19	13	11	13	14	14	18
ENSG00000200469	0	0	0	0	0	0	0	0	0
ENSG00000207480	0	0	0	0	0	0	0	0	0
ENSG00000287181	1	1	1	1	2	4	5	4	2
ENSG00000286978	1	1	1	5	6	0	4	2	1
ENSG00000138646	787	533	771	268	214	228	380	242	270
ENSG00000249934	0	4	1	8	11	8	9	16	13
ENSG00000145337	0	0	0	0	0	0	0	0	0
ENSG00000255072	0	0	0	0	0	0	0	0	0
ENSG00000285122	1	3	4	2	9	3	8	2	3
ENSG00000249755	1	0	1	2	1	2	5	3	3
ENSG00000252322	1	0	1	0	3	1	3	1	0
ENSG00000187054	17	24	13	61	45	58	65	73	63
ENSG00000164125	2	0	1	4	1	0	5	1	3
ENSG00000137449	414	245	276	466	371	380	678	393	396
ENSG00000234828	5	5	15	34	23	27	37	21	23
ENSG00000109180	1193	705	1256	1031	822	885	1671	1052	997
ENSG00000138758	2683	1817	2502	1068	1027	1093	2024	1522	1558
ENSG00000138738	244	203	312	236	243	272	400	322	267
ENSG00000189184	71	48	99	101	85	66	203	113	135
ENSG00000150627	272	170	379	482	361	332	819	415	441
ENSG00000138757	3295	2184	3288	1590	1346	1472	2534	1974	1892
ENSG00000138795	266	197	200	195	190	171	333	232	253
ENSG00000239939	0	0	0	1	1	3	0	0	0
ENSG00000278589	0	0	0	0	1	3	0	0	0
ENSG00000250485	0	0	0	0	2	2	1	2	2
ENSG00000157869	380	270	443	347	345	358	586	379	453
ENSG00000256394	0	2	0	2	0	2	1	4	2
ENSG00000151790	1	2	2	3	7	2	4	6	6
ENSG00000249013	0	0	0	0	1	0	0	0	0
ENSG00000256043	37	16	52	3	15	5	17	16	6
ENSG00000207260	0	0	0	0	2	1	0	3	4
ENSG00000170522	351	226	349	368	322	345	796	416	442
ENSG00000263940	0	0	0	0	0	0	0	0	1
ENSG00000248200	3	4	2	13	9	5	15	18	11
ENSG00000166530	0	0	0	0	0	0	0	0	0
ENSG00000250594	0	0	0	0	0	0	2	0	1
ENSG00000212160	0	0	0	0	2	0	0	0	0
ENSG00000250304	0	0	4	1	1	4	4	4	1
ENSG00000251464	0	0	0	1	0	0	5	2	3
ENSG00000251046	22	12	19	32	26	28	71	70	53
ENSG00000199894	1	0	2	2	1	2	4	5	3
ENSG00000250511	5	4	5	13	6	2	9	7	6
ENSG00000249519	0	0	0	0	0	0	3	1	0
ENSG00000215961	0	0	0	0	0	0	0	1	0
ENSG00000288692	1	1	1	2	3	0	0	1	0
ENSG00000251483	0	0	0	0	0	1	1	0	0
ENSG00000251312	0	0	0	1	2	0	0	0	1
ENSG00000200963	0	0	0	1	0	0	0	0	0
ENSG00000248656	0	0	1	9	6	6	9	5	6
ENSG00000241722	0	0	0	0	0	0	0	0	1
ENSG00000250855	0	0	0	0	3	5	2	0	0
ENSG00000249815	2	0	1	10	1	2	10	4	5
ENSG00000288691	0	1	0	5	2	6	8	5	1
ENSG00000288685	3	2	3	3	12	6	16	4	6
ENSG00000250556	1	0	0	1	0	0	3	1	0
ENSG00000250307	0	0	1	1	0	1	3	0	2
ENSG00000240459	0	2	2	1	8	0	2	0	1
ENSG00000243280	13	9	8	12	11	13	23	17	15
ENSG00000260526	21	13	14	43	34	38	51	41	42
ENSG00000138660	881	542	771	424	440	448	720	566	589
ENSG00000251441	8	11	17	14	16	17	28	24	28
ENSG00000248697	6	2	2	10	8	7	8	10	10
ENSG00000109736	363	241	415	170	125	186	316	201	260
ENSG00000087269	1640	1306	1209	663	595	709	1140	965	940
ENSG00000125388	138	88	120	122	131	150	163	149	155
ENSG00000199335	0	1	0	1	1	2	2	5	2
ENSG00000251075	1	1	0	3	11	14	15	19	28
ENSG00000278778	0	0	0	0	0	0	0	0	0
ENSG00000274693	0	0	0	0	0	0	0	0	0
ENSG00000188981	31	26	38	92	68	84	98	102	91
ENSG00000248840	7	10	2	4	8	4	5	4	7
ENSG00000248843	2	3	4	4	7	4	4	2	5
ENSG00000286035	10	13	10	20	29	31	47	35	38
ENSG00000145287	33	26	31	52	42	59	95	66	64
ENSG00000250057	16	15	20	9	15	11	13	20	11
ENSG00000250677	2	8	7	3	9	4	11	7	12
ENSG00000248401	13	19	11	16	10	8	22	9	14
ENSG00000173085	295	217	322	170	139	183	339	230	223
ENSG00000173083	88	98	142	38	55	60	117	80	100
ENSG00000274154	0	0	0	0	0	1	1	1	1
ENSG00000251647	0	0	0	5	3	8	12	16	10
ENSG00000163312	382	260	404	313	289	262	440	380	411
ENSG00000163319	251	148	296	187	147	120	306	234	206
ENSG00000163322	213	140	184	205	249	247	363	292	314
ENSG00000213608	19	18	16	13	29	40	46	32	46
ENSG00000239525	4	2	0	5	2	11	5	7	3
ENSG00000109511	1	0	2	7	2	0	2	2	5
ENSG00000287188	0	5	7	3	13	16	8	3	5
ENSG00000137628	111	90	185	109	90	79	104	47	49
ENSG00000248317	1	0	0	0	0	2	0	0	0
ENSG00000244422	0	0	0	0	1	0	1	0	0
ENSG00000252815	0	0	0	0	0	0	0	1	0
ENSG00000250646	0	0	1	0	0	1	0	0	0
ENSG00000244034	0	0	0	0	1	1	0	0	0
ENSG00000128052	6	7	10	1	3	2	8	7	4
ENSG00000287060	0	0	1	0	0	1	0	0	0
ENSG00000239545	0	0	0	0	0	0	0	0	0
ENSG00000250812	0	0	1	0	0	0	0	0	0
ENSG00000236530	1	0	0	1	0	0	1	0	0
ENSG00000244002	0	0	1	3	1	0	0	0	1
ENSG00000251399	0	0	0	0	0	0	0	0	0
ENSG00000248408	0	0	1	0	1	1	0	0	0
ENSG00000251321	0	0	0	4	1	2	6	3	2
ENSG00000212620	0	0	0	0	0	1	0	0	0
ENSG00000248340	7	6	7	4	9	14	14	6	7
ENSG00000163297	222	151	204	179	174	145	312	204	203
ENSG00000283314	0	0	0	1	0	0	0	0	0
ENSG00000248452	0	0	0	0	0	0	0	1	0
ENSG00000163394	1	0	1	10	10	16	11	15	13
ENSG00000128039	43	24	76	55	37	41	96	47	61
ENSG00000288695	2	0	1	1	1	0	0	2	1
ENSG00000273257	0	0	1	0	0	2	3	0	2
ENSG00000153012	46	34	48	43	55	34	83	65	50
ENSG00000281501	43	30	47	26	35	27	62	37	42
ENSG00000038210	640	431	720	372	353	303	619	418	441
ENSG00000271172	4	3	4	0	5	1	4	7	2
ENSG00000278135	0	1	1	0	0	0	1	1	1
ENSG00000109618	195	99	236	275	233	259	473	302	330
ENSG00000249754	0	2	0	1	2	1	0	0	1
ENSG00000241923	7	5	4	6	7	3	24	9	5
ENSG00000153132	243	129	296	150	157	155	286	149	229
ENSG00000205301	0	2	2	6	5	4	15	9	6
ENSG00000280262	0	0	0	1	3	0	3	3	1
ENSG00000179387	1122	587	1253	805	825	820	1492	1100	1166
ENSG00000109424	7	1	0	26	21	18	20	15	24
ENSG00000287449	2	0	0	11	7	12	15	3	5
ENSG00000242102	0	0	0	0	0	0	0	0	0
ENSG00000248621	0	0	0	0	1	0	1	1	1
ENSG00000249661	28	30	30	38	16	39	67	40	45
ENSG00000121895	0	1	1	15	12	11	11	12	13
ENSG00000249685	5	14	7	14	4	13	10	8	13
ENSG00000248567	0	0	0	0	0	0	0	0	0
ENSG00000250877	0	3	3	5	4	4	4	4	7
ENSG00000248785	5	4	3	4	5	3	6	8	3
ENSG00000138794	168	113	202	106	104	107	184	124	129
ENSG00000273447	15	12	20	17	17	17	23	25	27
ENSG00000123739	651	419	700	355	333	398	849	511	536
ENSG00000285330	0	0	0	0	0	0	0	0	0
ENSG00000272795	2	2	3	0	2	0	2	3	0
ENSG00000109534	395	274	353	188	156	183	297	211	213
ENSG00000180245	110	80	57	334	265	238	454	355	359
ENSG00000183423	40	28	36	153	131	126	207	184	186
ENSG00000249681	2	0	0	7	6	0	3	7	8
ENSG00000250300	0	0	0	1	4	6	4	2	2
ENSG00000138813	4	1	6	16	23	21	18	29	35
ENSG00000138823	12	5	14	64	72	92	75	94	82
ENSG00000286420	0	0	0	4	0	0	1	0	1
ENSG00000248745	0	0	0	0	0	0	0	1	0
ENSG00000170365	227	165	230	146	168	156	228	181	195
ENSG00000250582	15	18	19	14	15	9	26	26	32
ENSG00000250902	2	3	3	1	1	0	1	2	6
ENSG00000249245	1	2	1	2	3	5	2	7	3
ENSG00000248356	2	1	1	2	1	0	0	1	2
ENSG00000237136	0	0	1	3	0	0	3	1	7
ENSG00000151611	26	13	23	40	34	38	70	57	50
ENSG00000145242	62	43	52	147	64	73	244	103	107
ENSG00000137460	107	94	87	135	127	154	179	168	185
