Geneid	mock1	mock2	cov1	cov2
CEP135	1438	1654	808	888
KIAA1211	496	514	281	275
AASDH	2370	2378	870	926
PPAT	3594	3954	1989	2091
PAICS	15645	17215	8994	9555
SRP72	9443	10453	4184	4351
ARL9	3	6	7	4
THEGL	6	11	6	13
HOPX	65	72	25	34
SPINK2	72	80	37	34
REST	2639	2661	1660	1947
NOA1	1909	1773	829	908
POLR2B	7161	7481	4520	4775
IGFBP7	57	59	9	28
IGFBP7-AS1	0	0	0	1
LOC101928851	0	0	1	1
MIR548AG1	0	0	0	0
ADGRL3	1308	1271	569	612
ADGRL3-AS1	13	12	7	0
TECRL	1	0	1	0
LOC401134	6	2	4	3
EPHA5	184	174	128	146
EPHA5-AS1	28	14	10	12
MIR1269A	0	1	0	0
LOC101927237	9	7	7	5
CENPC	1796	1989	781	943
STAP1	1	5	7	5
UBA6	5127	5398	2800	3110
UBA6-AS1	443	542	163	134
GNRHR	111	109	68	48
TMPRSS11D	15	14	12	8
TMPRSS11A	4	4	3	6
TMPRSS11GP	0	1	1	2
TMPRSS11F	0	0	1	2
LOC550113	0	0	0	0
SYT14P1	0	0	0	0
FTLP10	0	0	0	0
TMPRSS11BNL	0	1	2	2
TMPRSS11B	0	1	1	2
YTHDC1	3022	3033	1896	2062
TMPRSS11E	0	0	0	0
UGT2B17	0	0	0	0
UGT2B15	0	0	0	0
UGT2B10	0	0	0	0
UGT2A3	0	0	0	0
UGT2B7	0	0	0	0
UGT2B11	0	0	0	0
UGT2B28	0	0	1	0
UGT2B4	7	9	9	6
UGT2A1	0	1	0	0
UGT2A2	0	1	0	0
SULT1B1	0	0	0	0
SULT1E1	0	0	0	0
CSN1S1	0	0	0	0
CSN2	0	0	0	0
STATH	0	0	0	0
HTN3	0	0	0	0
HTN1	0	0	0	0
CSN1S2AP	0	0	0	0
CSN1S2BP	1	0	0	0
PRR27	0	1	1	0
ODAM	0	0	0	0
FDCSP	0	0	1	0
CSN3	0	0	0	0
CABS1	1	1	1	0
SMR3A	0	0	0	0
SMR3B	1	0	0	0
PROL1	0	1	0	0
MUC7	0	0	0	0
AMTN	1	0	0	0
AMBN	44	28	12	22
ENAM	1	2	4	4
JCHAIN	0	2	0	3
UTP3	854	897	746	789
RUFY3	2734	2972	1178	1219
GRSF1	3348	3657	2512	2780
MOB1B	1545	1887	822	1053
DCK	1269	1421	628	646
SLC4A4	240	257	151	163
GC	1	1	0	0
NPFFR2	9	16	4	7
ADAMTS3	512	540	351	396
COX18	752	726	348	379
ANKRD17	6667	6370	4750	5372
ALB	8	6	10	14
AFP	0	0	2	0
AFM	0	0	3	0
LOC728040	0	0	0	0
RASSF6	9	11	7	10
CXCL8	35	40	10	10
CXCL6	6	2	5	3
PF4V1	0	0	0	0
CXCL1	2	4	5	5
PF4	1	2	0	0
PPBP	0	0	0	1
CXCL5	3	4	3	3
CXCL3	5	4	4	5
PPBPP2	0	0	0	0
CXCL2	15	7	4	9
MTHFD2L	239	276	138	152
EPGN	3	3	5	8
EREG	0	0	2	2
AREG	5	9	6	4
BTC	1	2	1	2
PARM1	723	671	245	247
LOC100507388	20	15	11	15
LOC441025	0	0	3	1
RCHY1	1106	1285	660	679
THAP6	658	755	257	316
C4orf26	6	4	8	4
CDKL2	475	534	136	193
G3BP2	8637	9401	5038	5627
USO1	8221	8414	2833	3106
PPEF2	8	7	11	13
NAAA	317	303	187	170
SDAD1	2006	2051	1330	1422
LOC101928809	2	7	8	5
CXCL9	1	0	1	0
ART3	0	3	3	5
CXCL10	3	1	2	1
CXCL11	0	2	5	7
NUP54	3308	3676	1727	1803
SCARB2	3159	3396	1284	1502
FAM47E	11	10	5	5
FAM47E-STBD1	0	0	0	0
STBD1	15	8	5	9
CCDC158	0	0	3	0
SHROOM3	341	348	250	269
MIR4450	0	0	0	0
MIR548AH	0	0	0	0
SOWAHB	5	1	4	1
11-Sep	3843	4060	2729	2948
CCNI	6267	5989	3274	3546
CCNG2	1068	1097	583	670
CXCL13	5	5	1	4
CNOT6L	2302	2523	1197	1472
MRPL1	558	700	467	464
FRAS1	1589	1522	832	873
ANXA3	174	189	49	56
LINC01094	0	2	1	0
BMP2K	653	688	385	428
PAQR3	1508	1915	829	1043
LINC01088	1	10	1	2
NAA11	0	0	0	0
GK2	0	1	0	0
LINC00989	0	0	1	0
PCAT4	0	0	1	0
ANTXR2	723	732	261	294
PRDM8	46	46	20	25
FGF5	38	39	31	43
C4orf22	10	7	4	5
BMP3	33	33	14	12
PRKG2	88	98	60	53
LOC101928942	4	1	0	3
RASGEF1B	383	369	209	205
HNRNPD	4758	5115	4303	4962
HNRNPDL	10411	11102	7846	8345
ENOPH1	2033	2318	870	1003
TMEM150C	107	116	35	46
LINC00575	0	2	0	0
SCD5	343	288	210	284
MIR575	3	0	0	0
SEC31A	4179	4244	1939	2043
THAP9-AS1	4422	5548	1541	1718
THAP9	1005	1195	365	395
LIN54	1916	1997	986	1114
COPS4	2533	2893	1237	1297
PLAC8	33	21	16	26
COQ2	675	711	328	349
HPSE	248	234	125	132
HELQ	856	863	400	459
MRPS18C	269	359	144	149
FAM175A	746	862	250	289
GPAT3	357	361	186	202
LOC101928978	102	87	33	31
NKX6-1	119	77	60	67
CDS1	1271	1393	536	611
WDFY3	3333	3358	2054	2145
WDFY3-AS2	124	141	25	23
ARHGAP24	117	81	56	76
MIR4451	0	1	1	2
MAPK10	117	102	38	32
LOC101929064	2	3	0	1
MIR4452	0	0	0	0
PTPN13	10216	9595	3280	3611
SLC10A6	1	2	0	2
C4orf36	13	22	5	5
LOC100506746	26	28	8	14
AFF1	1552	1595	935	1090
KLHL8	1542	1660	951	1074
MIR5705	0	0	0	1
HSD17B13	22	20	9	15
HSD17B11	2154	2473	754	822
NUDT9	650	640	358	367
SPARCL1	6	5	6	12
DSPP	2	0	0	1
DMP1	1	0	1	0
IBSP	0	0	0	0
MEPE	0	0	1	1
SPP1	1	0	1	2
PKD2	1193	1283	564	678
ABCG2	100	103	48	63
PPM1K	1429	1412	620	762
HERC6	298	351	133	136
HERC5	925	939	535	563
PYURF	0	0	0	0
PIGY	0	0	0	0
HERC3	1018	968	491	518
RNU6-33P	0	0	2	1
NAP1L5	17	16	5	7
FAM13A-AS1	75	92	40	49
FAM13A	1019	1017	653	646
TIGD2	377	466	198	205
GPRIN3	825	815	380	468
SNCA	488	472	310	297
SNCA-AS1	1	4	2	7
MMRN1	9	5	14	12
CCSER1	628	574	287	313
LOC101929194	0	1	1	0
GRID2	81	80	28	42
ATOH1	1	1	5	5
LOC101929210	1	1	2	1
SMARCAD1	3823	4039	2217	2343
HPGDS	3	5	3	5
PDLIM5	1005	982	593	753
BMPR1B-AS1	1	1	0	1
BMPR1B	336	379	180	206
UNC5C	699	571	383	424
PDHA2	1	4	0	0
RNU6-34P	1	0	0	0
STPG2-AS1	1	1	0	0
STPG2	8	6	1	2
RAP1GDS1	1335	1452	806	934
TSPAN5	781	763	312	373
EIF4E	1003	1224	605	649
METAP1	2072	2044	1317	1463
MIR3684	11	4	0	1
ADH5	3107	3547	1508	1520
LOC100507053	35	41	38	17
ADH4	2	4	5	5
PCNAP1	0	0	0	1
ADH6	14	12	9	8
ADH1A	0	0	0	1
ADH1B	1	0	1	1
ADH1C	2	0	0	0
ADH7	0	0	1	1
C4orf17	1	4	3	0
TRMT10A	674	756	285	300
MTTP	8	7	5	8
DAPP1	3	11	13	14
LAMTOR3	1021	1206	616	718
DNAJB14	1527	1809	790	957
H2AFZ	10335	12501	6341	6912
LOC256880	1	0	0	0
DDIT4L	158	163	95	95
LOC101929353	1	0	0	0
EMCN	3	1	1	0
LINC01216	0	0	0	0
PPP3CA	1020	1109	884	1067
MIR8066	1	2	1	5
MIR1255A	7	10	3	3
FLJ20021	40	27	6	11
BANK1	0	1	1	0
SLC39A8	1802	1810	786	877
NFKB1	386	371	344	393
MANBA	910	891	406	405
LOC102723704	15	15	17	24
UBE2D3	7311	8487	3830	4086
LOC105377348	66	89	36	39
CISD2	816	957	391	410
SLC9B1	28	53	8	10
SLC9B2	498	519	260	291
BDH2	351	411	244	208
CENPE	8775	9015	4775	5033
LOC101929448	0	0	0	0
TACR3	1	1	0	0
CXXC4	241	237	124	149
LOC101929468	3	3	1	2
TET2	2451	2398	1317	1453
TET2-AS1	27	13	8	8
PPA2	2352	2671	1284	1278
ARHGEF38	115	113	30	32
ARHGEF38-IT1	0	0	0	0
INTS12	1457	1690	627	651
GSTCD	1360	1326	690	774
LOC101929529	7	12	4	7
NPNT	475	482	162	205
LOC101929577	9	2	6	7
TBCK	1135	1211	535	528
AIMP1	2483	2921	1190	1274
GIMD1	0	0	0	0
DKK2	18	23	13	13
PAPSS1	1511	1617	724	774
SGMS2	1611	1779	859	927
LOC101929595	79	54	35	25
CYP2U1	303	300	142	170
HADH	1970	1809	984	952
LEF1	598	607	387	428
LEF1-AS1	15	9	4	7
RPL34-AS1	25	16	7	6
RPL34	15589	17645	4551	5237
OSTC	4154	5349	1219	1320
ETNPPL	19	18	27	15
COL25A1	803	762	380	397
SEC24B-AS1	22	16	7	3
SEC24B	2598	2507	1515	1556
MIR576	3	4	0	1
CCDC109B	1055	1191	508	493
CASP6	288	305	202	210
PLA2G12A	1835	1965	1019	1180
CFI	13	10	16	15
GAR1	672	795	523	617
RRH	25	13	27	28
LRIT3	18	14	30	23
EGF	51	35	17	32
RNU6-35P	1	2	3	2
ELOVL6	1316	1433	796	830
ENPEP	98	87	49	62
PITX2	305	304	154	171
MIR297	0	0	0	0
C4orf32	360	485	200	272
AP1AR	1217	1354	633	759
TIFA	595	679	289	342
ALPK1	427	376	179	179
NEUROG2	36	37	21	27
ZGRF1	6042	6401	2399	2681
LARP7	3028	3143	1297	1386
MIR367	0	1	3	0
MIR302D	2	2	4	2
MIR302A	3	2	1	2
MIR302C	5	8	3	4
MIR302B	5	6	0	3
ANK2	1376	1280	753	750
MIR1243	2	0	0	1
MIR8082	0	1	0	0
CAMK2D	2211	2460	1000	1156
ARSJ	87	85	49	41
UGT8	626	682	409	409
MIR577	2	1	0	1
NDST4	28	17	15	13
MIR1973	0	0	0	0
TRAM1L1	86	121	31	49
LINC01378	0	0	0	0
NDST3	8	9	4	10
SNHG8	2321	2667	597	609
SNORA24	141	159	112	109
PRSS12	710	710	301	309
CEP170P1	10	8	4	2
LOC729218	233	235	102	97
LOC101929741	4	6	1	5
METTL14	1803	1877	981	1009
SEC24D	2208	2233	559	543
SYNPO2	34	26	33	23
MYOZ2	0	5	2	5
LOC101929762	10	14	3	6
USP53	2349	2551	1352	1555
C4orf3	1199	1385	632	706
FABP2	5	9	7	4
LINC01061	71	71	31	32
LOC645513	130	150	65	65
PDE5A	1162	1363	550	574
LINC01365	0	0	3	0
LOC100996694	0	0	0	0
MAD2L1	4112	5591	2036	2285
PRDM5	491	496	237	260
NDNF	388	327	154	164
TNIP3	2	2	3	2
QRFPR	74	56	53	43
ANXA5	6375	6629	3099	3268
TMEM155	33	34	27	24
PP12613	2	3	1	4
EXOSC9	2230	2579	1485	1558
CCNA2	3950	4871	2420	2567
BBS7	2474	2664	1096	1195
TRPC3	171	194	63	69
KIAA1109	7272	6880	2812	3038
ADAD1	0	0	0	0
IL2	0	0	0	0
IL21	0	0	0	0
IL21-AS1	0	0	0	0
CETN4P	32	38	6	13
BBS12	480	465	170	209
FGF2	754	832	367	423
NUDT6	47	50	22	13
SPATA5	1505	1460	1098	1240
SPRY1	324	338	206	227
LINC01091	2	1	0	1
LOC101927087	1	3	4	2
ANKRD50	2275	2214	1287	1512
FAT4	951	859	576	645
MIR2054	0	0	0	0
INTU	707	716	414	428
SLC25A31	0	4	2	0
HSPA4L	2561	2761	1938	2187
PLK4	3563	3648	1714	1869
MFSD8	1084	1083	476	500
C4orf29	486	508	220	245
LARP1B	2899	3265	1168	1353
PGRMC2	1606	1745	968	1183
LOC100507487	36	45	16	14
JADE1	1622	1587	1017	1082
SCLT1	1332	1424	633	700
C4orf33	1178	1337	336	425
LOC101927282	0	0	0	0
LOC101927305	0	0	0	0
LINC01256	0	0	0	0
LOC101927359	82	105	27	31
PCDH10	1413	1342	753	786
PABPC4L	1036	1078	570	568
LINC00613	0	0	1	0
PCDH18	440	387	211	251
LINC00616	1	0	0	1
SLC7A11-AS1	167	183	23	23
SLC7A11	3259	3289	533	543
LINC00499	0	0	0	0
NOCT	323	325	220	223
ELF2	2236	2463	1055	1244
MGARP	516	523	205	250
NDUFC1	729	941	484	502
NAA15	6395	6912	5445	5801
RAB33B	540	636	262	271
SETD7	3593	3817	2083	2363
MGST2	406	441	240	261
MAML3	158	144	112	143
SCOC	3093	4508	1333	1520
SCOC-AS1	54	55	19	12
CLGN	1591	1625	522	620
MGAT4D	1	0	0	0
ELMOD2	2891	3459	1364	1643
UCP1	1	3	4	3
TBC1D9	1078	1156	552	595
TNRC18P1	32	22	9	11
RNF150	662	639	298	316
ZNF330	1715	1897	955	997
LOC100507639	1	4	3	7
IL15	19	12	7	8
INPP4B	94	95	51	50
USP38	2032	2061	1338	1410
GAB1	994	1042	573	663
MIR3139	8	3	1	0
SMARCA5	6226	6702	4414	4903
SMARCA5-AS1	13	13	8	12
GUSBP5	2	3	6	3
FREM3	2	2	4	2
GYPE	0	0	0	0
LOC101927636	0	0	1	0
GYPB	0	0	0	0
GYPA	0	0	0	3
HHIP-AS1	37	23	17	22
HHIP	222	185	64	67
ANAPC10	698	775	287	294
ABCE1	6142	7359	3532	3934
OTUD4	1914	1975	1286	1518
SMAD1	352	463	215	242
SMAD1-AS2	18	21	5	9
SMAD1-AS1	2	2	2	0
MMAA	140	184	51	47
C4orf51	0	0	0	0
ZNF827	434	416	306	319
LINC01095	0	0	0	0
LSM6	507	603	359	357
SLC10A7	747	875	334	417
MIR7849	3	5	1	1
POU4F2	3	9	9	6
TTC29	4	1	0	2
MIR548G	0	0	0	0
EDNRA	161	161	102	131
TMEM184C	933	1013	543	555
PRMT9	941	1043	509	529
ARHGAP10	753	766	398	417
MIR4799	1	1	0	0
NR3C2	1041	972	564	682
LOC101927849	5	5	1	3
DCLK2	326	293	114	120
LRBA	6662	6321	4408	4541
MAB21L2	76	67	31	48
RPS3A	2970	3364	1187	1299
SNORD73A	0	0	0	0
SH3D19	1212	1257	841	918
PRSS48	50	51	23	36
FAM160A1	265	228	149	190
GATB	577	567	348	334
LOC100996286	0	0	2	0
FBXW7	1375	1516	1032	1118
DEAR	5	1	5	1
MIR3140	4	6	2	3
DKFZP434I0714	333	398	123	129
MIR4453	0	0	0	0
TMEM154	16	17	9	13
TIGD4	103	126	48	55
ARFIP1	1411	1641	892	917
FHDC1	79	70	81	78
TRIM2	2010	2006	1038	1250
ANXA2P1	26	17	13	13
MND1	1468	1791	386	412
KIAA0922	1211	1073	713	784
TLR2	0	2	0	1
RNF175	21	16	8	5
SFRP2	2	1	1	2
DCHS2	55	44	36	44
PLRG1	4266	4517	1698	1830
FGB	2	0	2	1
FGA	0	0	0	0
FGG	6	5	1	2
LRAT	8	9	2	2
RBM46	2	1	0	0
NPY2R	0	3	0	0
MAP9	2402	2677	1041	1127
LOC102724776	6	6	1	2
GUCY1A3	705	610	390	490
GUCY1B3	920	871	399	473
ASIC5	0	0	1	0
TDO2	2	2	1	1
CTSO	146	147	57	69
PDGFC	660	695	346	426
GLRB	346	368	160	190
GRIA2	3	6	0	3
LOC340017	0	0	0	0
FAM198B	3	10	2	3
TMEM144	296	363	174	158
RXFP1	0	0	1	3
C4orf46	1473	1571	775	852
ETFDH	858	849	457	517
PPID	846	927	596	727
FNIP2	796	848	534	562
C4orf45	2	2	2	4
MIR3688-1	0	0	0	0
MIR3688-2	0	0	0	0
RAPGEF2	1326	1334	809	947
FSTL5	14	10	5	3
LOC101928052	0	1	0	0
NAF1	811	918	622	616
NPY1R	115	126	65	108
NPY5R	36	38	14	17
TKTL2	1	2	0	1
TMA16	1082	1249	602	647
01-Mar	548	679	290	299
ANP32C	128	126	68	77
LINC01207	2	0	1	1
APELA	0	1	1	2
TRIM61	2	0	0	0
FAM218A	0	0	0	0
TRIM60	0	0	1	2
TMEM192	946	1002	586	681
KLHL2	480	495	282	282
GK3P	35	29	19	19
MSMO1	1724	2037	828	907
CPE	1742	1786	682	795
MIR578	1	2	3	3
LINC01179	2	0	1	2
LOC101928131	7	11	2	6
TLL1	137	136	102	102
SPOCK3	208	210	86	100
ANXA10	0	1	0	0
DDX60	205	232	106	127
DDX60L	1	2	1	0
PALLD	1776	1834	1028	1155
CBR4	1519	1770	641	692
SH3RF1	414	423	303	334
NEK1	2330	2242	1032	1156
CLCN3	4021	3958	2042	2193
C4orf27	1190	1275	584	609
LOC100506085	1	2	1	4
MFAP3L	800	783	441	454
AADAT	490	529	226	252
LINC01612	0	1	0	0
LOC100506122	0	0	0	0
MIR6082	0	0	0	0
GALNTL6	31	38	19	25
LOC101928314	1	1	0	1
GALNT7	1568	1765	808	894
MIR548T	4	3	0	0
HMGB2	10523	12666	3654	3844
SAP30	289	289	202	218
SCRG1	19	14	5	3
HAND2	75	73	43	50
HAND2-AS1	4	2	1	1
LOC101928509	12	9	4	2
FBXO8	632	676	275	294
CEP44	1597	1786	753	752
MIR4276	1	0	0	0
HPGD	46	66	31	47
GLRA3	4	4	0	3
LOC101928551	0	1	0	3
ADAM29	1	0	0	0
GPM6A	538	574	170	214
LOC101928590	10	5	0	6
WDR17	585	605	253	299
SPATA4	16	11	5	6
ASB5	0	3	0	1
SPCS3	4801	6113	2838	3272
VEGFC	117	112	48	48
NEIL3	1778	1930	651	719
AGA	502	587	219	208
LINC01098	0	0	0	0
LINC01099	0	1	0	0
LINC00290	3	0	1	0
LOC90768	104	95	54	80
MIR1305	0	2	2	0
TENM3	765	689	519	553
DCTD	855	893	440	404
FAM92A1P2	6	12	9	2
WWC2-AS2	12	10	6	6
WWC2	1523	1614	923	972
WWC2-AS1	3	4	3	3
CLDN22	0	0	0	0
CLDN24	1	3	2	2
CDKN2AIP	667	711	331	352
LOC389247	16	20	8	5
ING2	420	437	166	239
RWDD4	209	302	149	170
TRAPPC11	1853	2067	701	748
STOX2	334	349	227	228
ENPP6	2	4	0	1
LOC728175	2	2	1	1
LOC102723766	1	1	1	0
IRF2	226	191	126	123
LVCAT8	1	0	1	1
CASP3	1234	1483	637	677
PRIMPOL	500	664	206	174
CENPU	3383	3929	1327	1402
ACSL1	800	895	520	557
SLED1	4	9	6	2
LOC731424	1	0	0	1
MIR3945	0	0	0	0
LINC01093	0	1	0	0
MIR4455	0	0	0	0
HELT	1	1	1	0
SLC25A4	532	504	441	488
CFAP97	2678	2979	1189	1245
SNX25	1249	1265	645	774
LRP2BP	159	155	108	107
ANKRD37	19	25	8	6
UFSP2	912	906	296	317
C4orf47	15	18	6	10
CCDC110	232	241	57	96
PDLIM3	311	340	119	125
SORBS2	38	36	19	19
TLR3	10	10	6	5
FAM149A	93	104	41	48
FLJ38576	8	8	2	7
CYP4V2	295	339	159	177
KLKB1	6	3	0	2
F11	1	1	0	1
F11-AS1	0	0	0	0
MTNR1A	7	10	6	2
FAT1	4347	4337	3261	3337
LOC339975	0	0	0	0
LOC100506272	0	0	0	0
ZFP42	1	1	3	0
TRIML2	0	1	0	0
TRIML1	0	0	0	0
LINC01060	0	0	0	0
LINC01262	0	0	0	0
FRG1	422	454	180	184
FRG2	0	1	0	1
DBET	1	1	0	0
DUX4	0	0	0	0
ANKRD20A12P	0	0	1	1
PLEKHG4B	78	53	16	23
LRRC14B	3	1	0	0
CCDC127	614	536	201	249
SDHA	1662	1588	708	879
HRAT5	15	18	8	6
PDCD6	645	760	470	494
AHRR	405	397	178	202
EXOC3-AS1	73	66	35	40
EXOC3	469	456	321	353
PP7080	408	365	237	250
SLC9A3	67	41	10	20
LOC100288152	217	216	62	54
MIR4456	0	0	0	0
LOC100996325	2	3	1	0
CEP72	446	447	284	279
TPPP	305	255	163	141
ZDHHC11	40	37	17	20
BRD9	693	686	464	472
TRIP13	1683	1753	1289	1278
LOC100506688	15	18	9	12
NKD2	98	87	58	77
SLC12A7	406	387	227	261
MIR4635	0	0	0	0
CTD-3080P12.3	0	1	1	2
SLC6A19	1	0	1	1
SLC6A18	1	0	0	0
TERT	66	49	31	35
MIR4457	0	0	0	0
CLPTM1L	1464	1488	1019	1056
LINC01511	0	0	1	1
SLC6A3	1	0	1	1
LPCAT1	1202	1266	901	985
MIR6075	0	0	1	2
SDHAP3	160	146	107	104
LOC728613	98	89	44	61
MIR4277	0	0	0	0
MRPL36	471	514	239	274
NDUFS6	515	473	347	415
LOC101929034	0	0	0	0
IRX4	2	3	2	2
CTD-2194D22.4	0	0	1	0
LOC100506858	0	1	0	0
IRX2	1	0	0	0
C5orf38	1	0	0	0
LINC01377	0	0	0	0
LINC01019	0	0	0	0
LINC01017	0	0	0	0
IRX1	0	0	0	0
LOC101929153	0	0	0	0
LINC01020	0	0	0	1
CTD-2297D10.2	0	0	0	0
ADAMTS16	8	9	0	1
ICE1	4029	3956	2789	2895
FLJ33360	0	2	1	1
MED10	529	515	216	223
UBE2QL1	39	51	12	35
LINC01018	1	1	1	1
NSUN2	1370	1472	1530	1674
SRD5A1	297	357	134	129
LOC100505625	13	12	2	5
PAPD7	1154	1126	708	789
MIR4278	0	0	0	0
LOC442132	0	0	1	0
ADCY2	0	1	0	1
C5orf49	9	14	5	5
FASTKD3	645	680	373	364
MTRR	1687	1744	781	844
LOC729506	1	5	1	0
MIR4458HG	210	204	90	91
MIR4458	0	0	0	0
LOC101929284	0	0	0	0
SEMA5A	0	0	0	0
MIR4636	0	0	0	0
CTD-2201E9.1	0	0	0	0
SNHG18	0	0	0	0
SNORD123	0	0	0	0
TAS2R1	0	0	0	0
LOC285692	2	1	3	2
FAM173B	480	517	222	246
CCT5	10739	11060	6736	6969
CMBL	523	567	286	316
06-Mar	5511	5998	3196	3748
ROPN1L-AS1	6	5	4	3
ROPN1L	17	20	12	3
MIR6131	0	0	0	0
LOC101929412	5	5	2	2
ANKRD33B	416	422	235	244
DAP	1043	1114	477	484
CTNND2	1	0	0	1
LINC01194	0	0	0	0
DNAH5	11	10	3	8
TRIO	2524	2533	1629	1720
FAM105A	1055	1050	402	470
OTULIN	1577	1665	930	1087
ANKH	776	779	448	545
LOC100130744	102	66	50	53
MIR4637	1	1	0	1
LOC101929454	0	0	0	0
FBXL7	5	5	4	13
CTD-2350J17.1	0	1	0	0
MIR887	0	0	0	0
11-Mar	1	0	0	0
LOC101929505	5	7	7	6
ZNF622	556	478	308	338
FAM134B	244	216	102	130
LOC101929524	15	19	3	6
MYO10	704	731	627	678
LOC285696	10	3	3	1
BASP1	530	524	114	116
LOC401177	0	0	0	0
CDH18	5	9	2	2
GUSBP1	394	373	187	219
CDH12	46	46	22	25
PMCHL1	0	1	1	0
PRDM9	6	3	4	1
C5orf17	3	0	0	1
CDH10	15	10	7	8
LOC340107	0	0	0	0
CDH9	0	0	0	1
LINC01021	464	446	171	172
LSP1P3	22	7	9	9
LOC101929645	0	1	0	0
LOC101929660	0	0	0	0
LOC101929681	0	0	0	0
CDH6	1	3	2	1
DROSHA	1833	1861	1452	1667
C5orf22	1561	1828	889	949
PDZD2	210	202	94	111
MIR4279	0	1	1	0
GOLPH3	1560	1684	893	1008
MTMR12	741	830	574	603
ZFR	8093	8475	2936	3189
MIR579	13	10	1	7
SUB1	3662	4644	2405	2718
NPR3	35	29	28	29
LOC340113	0	0	0	3
TARS	19420	20329	6747	6954
ADAMTS12	5	3	2	3
RXFP3	0	0	1	0
SLC45A2	1	3	2	1
AMACR	29	27	13	9
C1QTNF3-AMACR	3	5	3	2
C1QTNF3	22	12	6	10
RAI14	2316	2399	1361	1533
TTC23L	21	23	8	11
RAD1	1438	1666	800	886
BRIX1	2773	3146	1755	1883
DNAJC21	1779	1940	975	1083
AGXT2	1	0	2	2
PRLR	7	4	12	9
SPEF2	248	289	72	79
IL7R	1	0	0	0
CAPSL	0	0	0	0
LOC100506406	0	0	0	0
UGT3A1	2	0	1	3
UGT3A2	53	64	47	47
LMBRD2	1065	1027	370	464
MIR580	0	0	0	1
SKP2	2982	3189	1838	1846
NADK2	1107	1314	545	638
RANBP3L	28	25	9	11
SLC1A3	803	565	769	856
NIPBL-AS1	968	1053	409	429
NIPBL	6482	6437	3719	4131
C5orf42	3362	3454	1591	1684
NUP155	6996	7625	4785	4863
WDR70	1101	1201	578	595
GDNF	38	47	10	21
GDNF-AS1	69	83	25	28
EGFLAM	68	60	29	34
EGFLAM-AS4	2	5	1	2
EGFLAM-AS2	3	4	2	3
LIFR	2757	2816	1382	1636
LIFR-AS1	58	75	26	22
MIR3650	0	0	0	0
OSMR-AS1	1	0	0	0
LINC01265	0	0	1	0
OSMR	31	26	39	46
RICTOR	4343	4441	1959	2202
FYB	1	2	3	1
C9	2	0	0	0
DAB2	328	282	179	244
LOC101926940	0	0	0	0
LINC00603	0	0	0	0
PTGER4	15	11	14	20
TTC33	1604	1728	612	665
PRKAA1	1471	1547	787	958
LOC100506548	4629	4746	1403	1616
RPL37	7356	8248	2511	3035
SNORD72	15	31	6	8
CARD6	41	25	27	51
C7	1	1	0	2
MROH2B	0	0	1	0
C6	0	0	0	1
PLCXD3	1	2	1	1
OXCT1	782	930	612	588
OXCT1-AS1	9	12	3	4
C5orf51	1737	1807	1558	1693
FBXO4	272	307	115	127
LOC101926960	1	1	1	0
GHR	56	63	28	28
CCDC152	4	0	0	2
SEPP1	72	79	31	22
FLJ32255	9	5	4	7
LOC648987	32	28	21	34
ANXA2R	12	19	4	8
LOC153684	16	8	6	6
LOC100132356	41	67	19	23
LOC100506639	21	29	15	15
ZNF131	1848	1961	943	1086
NIM1K	53	42	31	38
HMGCS1	2855	3367	1907	1909
CCL28	0	2	2	4
C5orf28	320	377	94	114
C5orf34	809	942	412	446
PAIP1	910	1026	412	423
NNT-AS1	337	310	121	153
NNT	4149	4166	2139	2303
FGF10	0	0	0	0
FGF10-AS1	0	0	0	0
BRCAT107	0	0	0	0
BRCAT54	21	29	4	7
MRPS30	968	1123	542	598
HCN1	1	2	0	2
EMB	1515	1644	856	995
PARP8	978	1007	522	590
LOC100287592	0	0	0	0
LOC642366	93	122	44	58
ISL1	210	195	142	148
PELO	612	597	323	378
ITGA1	306	284	233	260
ITGA2	519	576	354	392
MOCS2	1524	1702	802	891
LOC257396	110	107	43	57
FST	17	28	7	16
NDUFS4	1199	1346	507	430
ARL15	643	745	426	469
MIR581	2	1	1	0
LINC01033	37	32	9	6
HSPB3	1	3	2	2
SNX18	645	751	418	472
LOC102467080	0	3	0	0
ESM1	2	6	1	2
LOC102467081	0	0	1	0
GZMK	0	0	0	0
GZMA	0	0	0	1
CDC20B	9	7	2	9
GPX8	2142	2451	968	1042
MIR449A	0	0	0	0
MIR449B	0	0	1	1
MIR449C	0	0	0	0
MCIDAS	63	48	31	52
CCNO	65	43	32	28
DHX29	2456	2798	1571	1616
SKIV2L2	6274	6756	3389	3531
PPAP2A	218	242	99	109
MIR5687	3	2	0	0
RNF138P1	474	484	247	253
SLC38A9	852	963	484	496
DDX4	9	5	1	6
IL31RA	2	3	2	2
IL6ST	4921	5195	2356	2618
FLJ31104	20	16	8	4
ANKRD55	1	1	1	0
LOC102467147	4	0	1	0
C5orf67	0	0	0	0
MAP3K1	1620	1711	895	969
SETD9	140	179	100	103
MIER3	2488	2601	1470	1710
GPBP1	6580	7085	3542	3756
ACTBL2	15	13	8	9
LINCR-0003	0	0	0	0
LOC101928505	1	1	1	0
LOC101928539	1	1	0	1
LOC101928569	0	0	1	0
PLK2	252	300	153	192
GAPT	0	1	0	1
MIR548AE2	0	0	0	0
LOC101928600	1	0	0	0
RAB3C	70	55	35	43
PDE4D	1256	1277	484	544
MIR582	3	0	0	0
