gene_id,CK0816,	gene_id	CK0816	CK0817	CK0818	CK0819	CK0820	CK0821	CK0822	CK0823	CK0824
ENSG00000023892	ENSG00000023892|DEF6	43	30	85	135	71	100	168	97	115
ENSG00000112033	ENSG00000112033|PPARD	181	229	235	123	110	120	250	146	175
ENSG00000227154	ENSG00000227154|MKRN6P	0	0	0	0	0	0	0	0	0
ENSG00000112039	ENSG00000112039|FANCE	372	281	502	588	455	455	921	455	605
ENSG00000112041	ENSG00000112041|TULP1	0	0	0	0	9	3	8	15	10
ENSG00000007866	ENSG00000007866|TEAD3	126	143	128	125	133	121	245	253	263
ENSG00000198755	ENSG00000198755|RPL10A	8671	5614	8746	4817	4056	4319	9497	5816	6233
ENSG00000276712	ENSG00000276712|MIR7111	24	15	9	5	8	5	10	18	13
ENSG00000228559	ENSG00000228559	0	0	0	3	4	8	7	20	9
ENSG00000096060	ENSG00000096060|FKBP5	1358	1072	1187	684	569	560	1114	748	821
ENSG00000232909	ENSG00000232909	0	5	0	7	7	10	12	10	19
ENSG00000157343	ENSG00000157343|ARMC12	0	4	3	13	11	8	18	16	16
ENSG00000219023	ENSG00000219023	272	121	271	134	130	96	207	125	143
ENSG00000289456	ENSG00000289456	5	0	0	9	5	2	12	16	10
ENSG00000218749	ENSG00000218749|RPL36P9	7	4	6	4	3	0	3	4	3
ENSG00000287458	ENSG00000287458	36	27	30	18	39	26	62	31	40
ENSG00000212579	ENSG00000212579	1	1	1	1	1	1	1	1	1
ENSG00000265527	ENSG00000265527|MIR5690	2	5	3	1	3	3	10	4	4
ENSG00000156711	ENSG00000156711|MAPK13	103	161	96	199	155	136	254	245	248
ENSG00000220734	ENSG00000220734	0	0	0	0	0	0	0	0	7
ENSG00000196748	ENSG00000196748|CLPSL2	0	0	11	4	0	5	13	6	0
ENSG00000204140	ENSG00000204140|CLPSL1	0	0	0	0	0	0	0	0	0
ENSG00000137392	ENSG00000137392|CLPS	0	0	0	0	0	0	0	0	0
ENSG00000197753	ENSG00000197753|LHFPL5	713	383	419	497	384	437	1286	566	598
ENSG00000096063	ENSG00000096063|SRPK1	6396	4375	5524	3368	2755	2695	6772	4306	4450
ENSG00000112053	ENSG00000112053|SLC26A8	0	9	0	25	31	34	17	42	23
ENSG00000271304	ENSG00000271304|DPRXP2	0	0	0	5	4	0	0	5	0
ENSG00000112062	ENSG00000112062|MAPK14	1877	1454	2264	1064	1058	1131	1906	1532	1646
ENSG00000237719	ENSG00000237719	40	46	41	35	40	42	37	52	60
ENSG00000189325	ENSG00000189325|BNIP5	0	9	8	41	36	31	38	61	47
ENSG00000180316	ENSG00000180316|PNPLA1	14	18	12	16	8	8	15	19	24
ENSG00000096070	ENSG00000096070|BRPF3	960	1132	746	450	451	409	552	535	621
ENSG00000246982	ENSG00000246982|BRPF3-AS1	28	6	33	92	103	102	136	115	95
ENSG00000287891	ENSG00000287891	7	7	2	12	8	8	22	10	10
ENSG00000124772	ENSG00000124772|CPNE5	3	7	4	62	43	61	82	81	62
ENSG00000285888	ENSG00000285888	0	0	0	15	13	7	9	14	9
ENSG00000164530	ENSG00000164530|PI16	0	2	0	7	13	14	16	11	23
ENSG00000137168	ENSG00000137168|PPIL1	1295	770	1362	724	602	711	1312	917	946
ENSG00000198663	ENSG00000198663|C6orf89	1426	924	1620	1189	1050	1128	2267	1198	1441
ENSG00000146192	ENSG00000146192|FGD2	3	4	5	9	20	8	14	16	17
ENSG00000226976	ENSG00000226976|COX6A1P2	252	230	301	72	61	43	143	86	73
ENSG00000216412	ENSG00000216412|RPL12P2	3	2	2	7	2	3	4	3	2
ENSG00000137193	ENSG00000137193|PIM1	192	189	182	254	205	188	429	250	286
ENSG00000010030	ENSG00000010030|ETV7	17	12	15	36	25	25	96	53	74
ENSG00000224666	ENSG00000224666|ETV7-AS1	0	0	0	0	0	0	0	0	0
ENSG00000112078	ENSG00000112078|KCTD20	2889	1882	2872	1821	1769	1801	3058	2062	2291
ENSG00000251864	ENSG00000251864|Y_RNA	0	0	0	0	2	0	2	0	0
ENSG00000213500	ENSG00000213500|LAP3P2	0	11	3	0	16	15	8	6	21
ENSG00000124762	ENSG00000124762|CDKN1A	425	453	345	250	252	220	420	366	342
ENSG00000285244	ENSG00000285244|DINOL	0	3	6	22	10	34	15	26	39
ENSG00000255587	ENSG00000255587|RAB44	0	9	2	13	20	10	18	20	22
ENSG00000179165	ENSG00000179165|PXT1	7	4	0	19	19	0	22	9	11
ENSG00000240733	ENSG00000240733|RN7SL502P	5	7	4	4	3	3	13	5	3
ENSG00000112079	ENSG00000112079|STK38	1024	657	1067	650	610	596	1054	763	795
ENSG00000239964	ENSG00000239964|RN7SL748P	3	4	4	3	2	3	3	5	2
ENSG00000112081	ENSG00000112081|SRSF3	9649	6583	10849	4184	4242	4278	6620	6064	6186
ENSG00000263894	ENSG00000263894|MIR3925	1	4	1	4	4	5	7	6	5
ENSG00000238554	ENSG00000238554|RNU1-88P	4	2	1	5	5	5	6	6	6
ENSG00000281450	ENSG00000281450|PANDAR	21	0	4	25	10	2	17	43	13
ENSG00000172738	ENSG00000172738|TMEM217	30	78	43	8	21	32	22	22	22
ENSG00000286105	ENSG00000286105|TMEM217B	0	0	0	0	0	0	0	0	0
ENSG00000065491	ENSG00000065491|TBC1D22B	435	322	440	441	405	379	697	515	548
ENSG00000275550	ENSG00000275550	11	9	2	13	16	9	23	21	16
ENSG00000286672	ENSG00000286672	75	59	51	61	39	51	86	75	80
ENSG00000137409	ENSG00000137409|MTCH1	2763	2043	2919	1700	1508	1468	3292	2224	2338
ENSG00000112130	ENSG00000112130|RNF8	1308	930	1311	1026	803	824	1588	1060	1149
ENSG00000239953	ENSG00000239953|RN7SL273P	2	5	8	5	3	5	5	5	4
ENSG00000225945	ENSG00000225945|ZFAND3-DT	4	0	0	12	11	15	12	17	19
ENSG00000112139	ENSG00000112139|MDGA1	66	56	45	65	48	80	127	90	97
ENSG00000137200	ENSG00000137200|CMTR1	1949	1467	2424	1419	1250	1394	2634	1633	1867
ENSG00000198937	ENSG00000198937|CCDC167	197	179	252	77	52	49	155	73	91
ENSG00000156639	ENSG00000156639|ZFAND3	450	480	301	324	252	254	459	377	337
ENSG00000243313	ENSG00000243313|RN7SL285P	12	11	9	10	13	15	15	12	7
ENSG00000200597	ENSG00000200597|RNVU1-33	7	9	14	7	3	6	7	10	7
ENSG00000218521	ENSG00000218521	21	20	17	19	13	20	28	13	20
ENSG00000183826	ENSG00000183826|BTBD9	585	539	468	365	341	343	559	496	603
ENSG00000200706	ENSG00000200706	1	0	0	3	1	4	3	0	0
ENSG00000226533	ENSG00000226533|BTBD9-AS1	11	10	18	13	11	18	13	26	23
ENSG00000199938	ENSG00000199938|Y_RNA	4	4	2	7	5	2	6	5	9
ENSG00000217227	ENSG00000217227|TFGP1	17	5	11	3	3	6	13	13	20
ENSG00000112164	ENSG00000112164|GLP1R	4	2	4	6	15	17	13	11	14
ENSG00000124721	ENSG00000124721|DNAH8	10	18	25	71	54	43	62	43	49
ENSG00000219273	ENSG00000219273	0	0	0	2	0	1	1	0	6
ENSG00000212586	ENSG00000212586	0	0	0	0	0	0	0	0	0
ENSG00000231150	ENSG00000231150|DNAH8-AS1	0	0	0	1	1	0	0	0	1
ENSG00000220076	ENSG00000220076	0	0	0	0	0	0	1	0	0
ENSG00000244297	ENSG00000244297|RN7SL465P	1	0	0	0	2	1	0	0	1
ENSG00000112167	ENSG00000112167|SAYSD1	821	531	789	302	302	289	594	410	469
ENSG00000217165	ENSG00000217165|ANKRD18EP	0	0	0	0	0	0	0	0	0
ENSG00000164626	ENSG00000164626|KCNK5	157	197	182	146	120	130	238	144	188
ENSG00000124767	ENSG00000124767|GLO1	10615	5622	10345	4606	4260	4389	8550	6099	6437
ENSG00000164627	ENSG00000164627|KIF6	56	40	92	97	92	85	130	90	90
ENSG00000218986	ENSG00000218986	0	0	0	0	0	0	2	0	0
ENSG00000231276	ENSG00000231276|E2F4P1	1	2	0	0	4	1	3	0	2
ENSG00000252990	ENSG00000252990|RNU1-54P	1	1	0	2	1	1	0	0	0
ENSG00000220586	ENSG00000220586|TUBBP9	1	0	0	3	0	0	0	2	0
ENSG00000180211	ENSG00000180211	111	85	169	77	57	35	82	70	85
ENSG00000146122	ENSG00000146122|DAAM2	250	250	374	324	228	214	573	279	311
ENSG00000235033	ENSG00000235033|DAAM2-AS1	45	28	39	49	34	24	124	86	61
ENSG00000124615	ENSG00000124615|MOCS1	262	273	345	251	177	214	412	285	386
ENSG00000281969	ENSG00000281969	22	17	32	32	26	18	53	59	40
ENSG00000161911	ENSG00000161911|TREML1	0	3	0	7	0	11	11	4	10
ENSG00000290034	ENSG00000290034	0	4	6	9	17	11	13	21	8
ENSG00000095970	ENSG00000095970|TREM2	0	0	0	8	3	0	0	8	9
ENSG00000112195	ENSG00000112195|TREML2	0	0	0	7	13	13	6	12	10
ENSG00000188056	ENSG00000188056|TREML4	0	0	5	10	10	8	5	11	11
ENSG00000230913	ENSG00000230913|NPM1P51	1	1	1	3	1	3	1	6	2
ENSG00000096088	ENSG00000096088|PGC	0	0	0	14	22	8	12	7	0
ENSG00000112561	ENSG00000112561|TFEB	41	60	54	57	55	52	95	57	75
ENSG00000231102	ENSG00000231102	0	0	0	4	0	0	0	4	0
ENSG00000234753	ENSG00000234753|FOXP4-AS1	25	9	17	23	10	7	34	20	23
ENSG00000226917	ENSG00000226917|LINC01276	0	5	1	9	7	3	18	7	19
ENSG00000137166	ENSG00000137166|FOXP4	182	302	178	86	89	98	193	120	124
ENSG00000266494	ENSG00000266494|MIR4641	0	0	0	0	0	0	0	1	0
ENSG00000124602	ENSG00000124602|UNC5CL	60	57	88	153	77	68	169	110	96
ENSG00000112212	ENSG00000112212|TSPO2	3	10	11	28	16	12	31	23	22
ENSG00000124596	ENSG00000124596|OARD1	321	275	389	423	498	502	731	544	565
ENSG00000124701	ENSG00000124701|APOBEC2	29	26	29	59	56	52	70	78	67
ENSG00000001167	ENSG00000001167|NFYA	1993	1346	1458	800	809	798	1507	1158	1209
ENSG00000287678	ENSG00000287678	15	17	19	19	16	12	26	18	17
ENSG00000161912	ENSG00000161912|ADCY10P1	93	81	104	93	70	89	158	134	127
ENSG00000290554	ENSG00000290554|ADCY10P1	241	219	205	153	159	159	352	204	236
ENSG00000287363	ENSG00000287363|GUCA1ANB	0	0	0	0	0	0	0	0	0
ENSG00000290147	ENSG00000290147	0	0	0	0	11	14	20	0	0
ENSG00000048545	ENSG00000048545|GUCA1A	7	4	7	28	15	0	0	29	26
ENSG00000112599	ENSG00000112599|GUCA1B	77	69	92	206	129	151	490	194	212
ENSG00000289216	ENSG00000289216	12	18	18	40	29	39	83	42	49
ENSG00000048544	ENSG00000048544|MRPS10	1102	664	1229	741	610	604	1402	880	926
ENSG00000124496	ENSG00000124496|TRERF1	58	40	68	72	51	91	97	91	94
ENSG00000137218	ENSG00000137218|FRS3	39	42	72	104	76	72	112	78	107
ENSG00000278224	ENSG00000278224|PRICKLE4	1	0	4	1	3	7	37	35	2
ENSG00000164663	ENSG00000164663|USP49	920	613	711	978	869	983	2026	1362	1395
ENSG00000268745	ENSG00000268745	0	0	0	0	1	0	0	0	0
ENSG00000288721	ENSG00000288721	36	258	51	137	84	38	197	90	108
ENSG00000124641	ENSG00000124641|MED20	465	265	611	218	211	225	350	311	316
ENSG00000207371	ENSG00000207371|Y_RNA	0	2	2	0	0	0	1	2	0
ENSG00000112578	ENSG00000112578|BYSL	751	671	543	591	375	475	780	566	672
ENSG00000112576	ENSG00000112576|CCND3	478	374	462	237	254	232	347	286	347
ENSG00000223946	ENSG00000223946	0	0	0	0	0	0	0	0	2
ENSG00000137413	ENSG00000137413|TAF8	1105	923	974	638	610	628	1071	866	904
ENSG00000188112	ENSG00000188112|C6orf132	63	78	37	69	68	73	99	97	98
ENSG00000124593	ENSG00000124593	355	163	1158	196	234	184	298	258	329
ENSG00000214736	ENSG00000214736|TOMM6	1166	745	672	478	434	434	1091	690	688
ENSG00000206977	ENSG00000206977	7	5	4	0	4	3	5	8	7
ENSG00000227516	ENSG00000227516	2	10	5	8	6	5	10	14	9
ENSG00000206875	ENSG00000206875|RNU6-761P	1	3	0	2	1	1	3	1	1
ENSG00000124659	ENSG00000124659|TBCC	314	282	422	241	206	273	411	329	270
ENSG00000213435	ENSG00000213435|ATP6V0CP3	0	0	0	0	0	0	0	0	2
ENSG00000024048	ENSG00000024048|UBR2	2721	1936	2584	1963	1704	1764	2758	1948	2154
ENSG00000206848	ENSG00000206848|RNU6-890P	8	5	6	4	3	2	6	8	4
ENSG00000112619	ENSG00000112619|PRPH2	11	13	21	22	16	32	36	24	14
ENSG00000112667	ENSG00000112667|DNPH1	523	362	673	226	166	182	521	272	298
ENSG00000112624	ENSG00000112624|BICRAL	219	198	181	219	182	204	306	237	303
ENSG00000171611	ENSG00000171611|PTCRA	0	0	0	9	13	7	2	21	25
ENSG00000112640	ENSG00000112640|PPP2R5D	1069	763	1008	329	275	373	830	570	582
ENSG00000124733	ENSG00000124733|MEA1	938	694	1137	393	366	352	699	557	524
ENSG00000146223	ENSG00000146223|RPL7L1	9411	6712	8815	4196	3523	3783	7435	5308	5810
ENSG00000221821	ENSG00000221821|C6orf226	6	21	17	18	13	19	37	32	37
ENSG00000288010	ENSG00000288010	10	0	3	27	33	42	41	63	69
ENSG00000287825	ENSG00000287825	17	9	12	12	13	24	20	16	25
ENSG00000137161	ENSG00000137161|CNPY3	420	341	370	107	122	133	240	194	220
ENSG00000231113	ENSG00000231113|LINC02976	53	60	48	26	59	38	57	66	55
ENSG00000181524	ENSG00000181524|RPL24P4	723	624	824	203	183	183	462	299	314
ENSG00000124713	ENSG00000124713|GNMT	36	37	19	21	9	19	28	32	24
ENSG00000124587	ENSG00000124587|PEX6	175	111	182	151	144	137	358	230	266
ENSG00000290049	ENSG00000290049	7	8	8	6	5	8	13	8	12
ENSG00000124702	ENSG00000124702|KLHDC3	1293	956	1408	401	351	411	966	615	680
ENSG00000137204	ENSG00000137204|SLC22A7	0	4	0	10	4	3	9	13	4
ENSG00000146215	ENSG00000146215|CRIP3	6	11	24	12	9	11	60	13	17
ENSG00000171467	ENSG00000171467|ZNF318	1306	989	1279	861	888	841	1487	1066	1238
ENSG00000220614	ENSG00000220614	0	1	1	1	3	6	2	2	8
ENSG00000219222	ENSG00000219222|RPL12P47	1	1	0	3	1	1	1	3	3
ENSG00000179157	ENSG00000179157|RPS2P28	8	8	7	4	3	4	5	11	13
ENSG00000226558	ENSG00000226558	1	1	1	1	1	1	1	2	3
ENSG00000044090	ENSG00000044090|CUL7	608	530	723	597	556	515	1201	765	873
ENSG00000288564	ENSG00000288564	0	0	0	0	8	37	26	0	45
ENSG00000137171	ENSG00000137171|KLC4	480	331	513	300	270	344	573	479	498
ENSG00000112655	ENSG00000112655|PTK7	1309	1054	1342	748	616	646	1620	1041	1170
ENSG00000112659	ENSG00000112659|CUL9	558	461	812	719	508	591	1062	836	838
ENSG00000124541	ENSG00000124541|RRP36	992	777	1126	679	680	832	1317	1107	1198
ENSG00000272223	ENSG00000272223	6	4	8	11	14	20	15	21	20
ENSG00000240625	ENSG00000240625|RN7SL403P	3	2	1	5	4	4	4	8	5
ENSG00000112651	ENSG00000112651|MRPL2	317	235	314	168	123	128	292	197	175
ENSG00000272170	ENSG00000272170|KLC4-AS1	8	0	9	4	6	2	8	7	4
ENSG00000112658	ENSG00000112658|SRF	894	748	806	414	368	408	685	475	603
ENSG00000245261	ENSG00000245261	1	0	0	0	0	0	0	2	3
ENSG00000124574	ENSG00000124574|ABCC10	749	639	729	459	417	389	870	764	632
ENSG00000171462	ENSG00000171462|DLK2	54	69	52	45	35	39	72	67	72
ENSG00000287055	ENSG00000287055	14	6	14	22	10	10	20	23	22
ENSG00000287266	ENSG00000287266	3	0	4	6	10	6	11	11	10
ENSG00000276770	ENSG00000276770|MIR6780B	2	4	1	3	2	1	7	4	2
ENSG00000124688	ENSG00000124688|MAD2L1BP	503	391	545	323	318	312	464	412	422
ENSG00000172426	ENSG00000172426|RSPH9	144	72	54	96	76	107	145	156	175
ENSG00000218107	ENSG00000218107	0	2	0	4	2	1	2	0	6
ENSG00000096080	ENSG00000096080|MRPS18A	326	244	400	166	103	138	256	178	213
ENSG00000283215	ENSG00000283215|LINC02537	0	0	0	11	5	0	11	5	11
ENSG00000223469	ENSG00000223469	0	0	0	0	0	0	0	0	0
ENSG00000272114	ENSG00000272114	0	0	0	0	0	0	0	0	0
ENSG00000112715	ENSG00000112715|VEGFA	1194	974	971	904	849	800	1568	1177	1088
ENSG00000265439	ENSG00000265439|RN7SL811P	1	1	0	1	1	1	1	1	1
ENSG00000137225	ENSG00000137225|CAPN11	0	0	0	3	0	5	0	0	2
ENSG00000289313	ENSG00000289313|LINC01512	0	4	2	11	9	12	8	8	12
ENSG00000237686	ENSG00000237686|SCIRT	9	6	16	62	69	33	111	44	45
ENSG00000289609	ENSG00000289609	50	21	52	30	24	43	84	71	55
ENSG00000181577	ENSG00000181577|LINC03040	3	7	3	17	9	10	11	15	11
ENSG00000137216	ENSG00000137216|TMEM63B	310	323	393	237	189	222	517	311	326
ENSG00000231881	ENSG00000231881	301	250	157	617	573	531	793	694	669
ENSG00000183239	ENSG00000183239|RPL29P16	18	7	9	10	9	18	19	10	6
ENSG00000287562	ENSG00000287562	297	244	237	193	163	163	374	307	303
ENSG00000180992	ENSG00000180992|MRPL14	661	434	666	286	248	271	540	361	398
ENSG00000207076	ENSG00000207076|RNU6-1113P	0	0	0	2	1	1	2	2	2
ENSG00000137221	ENSG00000137221|TJAP1	859	730	808	634	552	626	1132	783	862
ENSG00000171453	ENSG00000171453|POLR1C	1210	953	1141	636	538	584	1065	873	965
ENSG00000137207	ENSG00000137207|YIPF3	693	460	856	385	388	443	711	478	550
ENSG00000124571	ENSG00000124571|XPO5	4760	3610	3728	2618	2354	2462	4383	3302	3554
ENSG00000170734	ENSG00000170734|POLH	1118	862	965	988	978	964	1912	1469	1582
ENSG00000172432	ENSG00000172432|GTPBP2	1226	870	1387	606	715	738	1287	969	1036
ENSG00000204052	ENSG00000204052|LRRC73	9	0	4	6	13	8	15	12	14
ENSG00000271754	ENSG00000271754	24	21	20	11	16	11	11	20	24
ENSG00000219470	ENSG00000219470	142	145	172	113	107	95	194	129	147
ENSG00000252218	ENSG00000252218	19	3	16	15	18	13	26	22	17
ENSG00000203362	ENSG00000203362|POLH-AS1	48	27	40	25	26	32	41	42	47
ENSG00000237530	ENSG00000237530	5	0	0	4	11	2	0	9	7
ENSG00000112759	ENSG00000112759|SLC29A1	790	469	705	392	296	314	867	469	564
ENSG00000157593	ENSG00000157593|SLC35B2	438	371	585	159	173	146	296	304	295
ENSG00000146232	ENSG00000146232|NFKBIE	102	74	130	94	101	71	203	172	151
ENSG00000096384	ENSG00000096384|HSP90AB1	19934	13167	18331	5941	5066	5326	12615	7856	8461
ENSG00000284427	ENSG00000284427|MIR4647	1	1	1	1	1	1	1	1	1
ENSG00000178233	ENSG00000178233|TMEM151B	14	23	19	25	29	37	33	47	22
ENSG00000272442	ENSG00000272442	0	0	54	0	0	71	0	0	92
ENSG00000146221	ENSG00000146221|TCTE1	0	10	9	42	39	25	30	22	37
ENSG00000249481	ENSG00000249481|SPATS1	72	48	24	38	69	25	104	34	53
ENSG00000124608	ENSG00000124608|AARS2	1451	1084	1866	811	716	888	1424	1072	1197
ENSG00000096401	ENSG00000096401|CDC5L	5422	3418	5146	2494	2316	2502	3926	3170	3340
ENSG00000266619	ENSG00000266619|MIR4642	2	1	1	1	0	1	1	1	0
ENSG00000112782	ENSG00000112782|CLIC5	40	39	80	43	33	26	77	45	27
ENSG00000212468	ENSG00000212468|RNU6-754P	0	0	0	1	1	0	0	0	0
ENSG00000231769	ENSG00000231769	8	15	36	9	23	20	35	17	26
ENSG00000229349	ENSG00000229349|ACTG1P9	2	4	5	7	2	0	4	1	4
ENSG00000112796	ENSG00000112796|ENPP5	80	57	155	177	133	124	315	148	172
ENSG00000001561	ENSG00000001561|ENPP4	797	510	940	664	512	587	980	724	720
ENSG00000172348	ENSG00000172348|RCAN2	82	71	106	30	21	57	49	36	40
ENSG00000226541	ENSG00000226541|RPL36P10	0	2	2	2	0	0	0	2	2
ENSG00000207769	ENSG00000207769|MIR586	0	3	1	1	1	3	2	3	1
ENSG00000124813	ENSG00000124813|RUNX2	82	37	75	81	110	83	111	127	151
ENSG00000271857	ENSG00000271857	0	0	3	0	1	8	5	7	4
ENSG00000286417	ENSG00000286417	7	0	7	0	8	10	6	9	6
ENSG00000196284	ENSG00000196284|SUPT3H	361	245	383	436	203	307	634	244	423
ENSG00000270900	ENSG00000270900|NUDT19P4	15	11	5	13	16	14	23	13	15
ENSG00000276156	ENSG00000276156	3	2	2	5	5	5	11	3	8
ENSG00000277769	ENSG00000277769|RBM22P4	15	20	16	34	17	12	22	25	26
ENSG00000219384	ENSG00000219384	19	18	13	31	31	8	32	29	18
ENSG00000261080	ENSG00000261080|RUNX2-AS1	4	1	2	5	2	0	1	3	1
ENSG00000153292	ENSG00000153292|ADGRF1	2	0	2	15	11	10	13	10	10
ENSG00000069122	ENSG00000069122|ADGRF5	0	0	0	9	8	4	9	18	15
ENSG00000225730	ENSG00000225730|ADGRF5-AS1	0	0	0	0	2	0	0	0	0
ENSG00000146072	ENSG00000146072|TNFRSF21	346	261	258	272	259	223	442	290	323
ENSG00000236466	ENSG00000236466|RCAN2-DT	2	8	19	26	25	27	24	25	12
ENSG00000146233	ENSG00000146233|CYP39A1	128	103	157	184	120	106	270	155	168
ENSG00000242973	ENSG00000242973|TDRD6-AS1	0	0	0	0	0	6	9	9	11
ENSG00000180113	ENSG00000180113|TDRD6	192	116	175	216	239	234	416	227	274
ENSG00000146070	ENSG00000146070|PLA2G7	14	9	22	21	18	8	44	9	31
ENSG00000153291	ENSG00000153291|SLC25A27	534	344	572	438	405	343	911	473	455
ENSG00000216616	ENSG00000216616	1	1	1	1	2	1	4	1	2
ENSG00000124818	ENSG00000124818|OPN5	4	0	1	31	22	14	17	35	14
ENSG00000200340	ENSG00000200340|RNU1-105P	0	0	0	2	0	0	0	0	0
ENSG00000226068	ENSG00000226068|HNRNPA3P4	1	6	1	1	2	1	2	1	3
ENSG00000216835	ENSG00000216835|RBMXP1	3	2	4	2	2	1	1	1	2
ENSG00000164393	ENSG00000164393|ADGRF2	4	10	6	21	20	24	26	28	32
ENSG00000153294	ENSG00000153294|ADGRF4	11	25	19	15	18	37	24	29	22
ENSG00000252711	ENSG00000252711|RN7SKP116	0	0	0	2	0	0	8	2	2
ENSG00000217631	ENSG00000217631	1	0	0	0	0	0	0	3	0
ENSG00000277043	ENSG00000277043|EEF1A1P42	0	1	1	4	3	0	3	4	5
ENSG00000244694	ENSG00000244694|PTCHD4	13	7	12	87	119	104	102	157	128
ENSG00000286811	ENSG00000286811	0	0	0	0	0	0	0	0	0
ENSG00000270761	ENSG00000270761|CD2AP-DT	6	9	5	7	3	11	27	12	16
ENSG00000198087	ENSG00000198087|CD2AP	3219	2011	3059	2166	1923	1989	3235	2396	2590
ENSG00000199762	ENSG00000199762|Y_RNA	3	8	6	1	1	3	6	3	5
ENSG00000216813	ENSG00000216813	25	14	18	2	8	13	23	17	18
ENSG00000216998	ENSG00000216998|CYP2AC1P	0	2	0	0	0	0	0	0	8
ENSG00000197261	ENSG00000197261|C6orf141	142	161	144	51	89	66	103	132	96
ENSG00000060303	ENSG00000060303|RPS17P5	2	3	1	1	1	2	2	2	1
ENSG00000146085	ENSG00000146085|MMUT	870	577	834	627	536	594	971	598	651
ENSG00000031691	ENSG00000031691|CENPQ	721	368	779	757	639	657	1131	738	746
ENSG00000235122	ENSG00000235122	0	0	0	1	3	6	2	6	2
ENSG00000096006	ENSG00000096006|CRISP3	0	0	0	0	5	0	0	6	11
ENSG00000170950	ENSG00000170950|PGK2	0	0	1	1	0	1	5	5	8
ENSG00000279127	ENSG00000279127	1	0	0	2	2	3	9	10	6
ENSG00000008196	ENSG00000008196|TFAP2B	0	0	0	0	0	0	0	0	0
ENSG00000230204	ENSG00000230204|FTH1P5	22	43	15	7	5	2	10	8	7
ENSG00000232702	ENSG00000232702	50	62	37	32	35	30	47	39	40
ENSG00000218363	ENSG00000218363|SLC25A20P1	1	4	1	41	47	26	40	38	43
ENSG00000112116	ENSG00000112116|IL17F	3	0	2	99	55	73	75	103	99
ENSG00000228689	ENSG00000228689	0	0	0	0	3	0	0	2	1
ENSG00000170927	ENSG00000170927|PKHD1	0	0	6	76	54	43	60	44	54
ENSG00000240641	ENSG00000240641|RN7SL580P	0	0	0	0	1	0	1	0	1
ENSG00000291006	ENSG00000291006	216	168	337	354	298	314	895	420	445
ENSG00000216775	ENSG00000216775	0	0	0	0	0	0	0	0	0
ENSG00000220377	ENSG00000220377|GSTA8P	0	0	0	0	0	0	0	0	0
ENSG00000271227	ENSG00000271227|SREK1IP1P2	4	2	2	2	2	0	1	2	2
ENSG00000096092	ENSG00000096092|TMEM14A	354	249	644	121	128	152	231	176	203
ENSG00000112118	ENSG00000112118|MCM3	6334	4718	5595	4214	3536	3547	9174	5219	5849
ENSG00000096093	ENSG00000096093|EFHC1	849	539	927	1105	982	812	1671	1181	1231
ENSG00000225791	ENSG00000225791|TRAM2-AS1	76	61	115	64	73	80	139	97	115
ENSG00000170915	ENSG00000170915|PAQR8	246	184	289	230	188	183	372	240	221
ENSG00000289276	ENSG00000289276	33	29	26	28	46	22	58	48	42
ENSG00000065308	ENSG00000065308|TRAM2	526	524	568	282	292	318	519	444	512
ENSG00000219074	ENSG00000219074|SOD1P1	8	9	0	0	1	2	7	10	7
ENSG00000218713	ENSG00000218713	22	31	6	19	32	21	38	31	32
ENSG00000206908	ENSG00000206908|RNU1-136P	1	3	2	0	2	3	3	1	1
ENSG00000271367	ENSG00000271367	8	0	5	2	3	0	2	9	3
ENSG00000218261	ENSG00000218261|RPA3P2	1	1	0	1	0	0	2	2	1
ENSG00000219863	ENSG00000219863|RPL31P28	1	2	0	0	0	4	1	0	1
ENSG00000253010	ENSG00000253010|RN7SKP256	2	0	0	0	0	0	0	0	1
ENSG00000012660	ENSG00000012660|ELOVL5	2669	1517	2423	1199	1222	1153	2214	1497	1583
ENSG00000219163	ENSG00000219163|HMGB1P20	21	22	8	24	25	19	27	21	17
ENSG00000264056	ENSG00000264056|MIR5685	1	1	1	0	1	1	1	1	1
ENSG00000217527	ENSG00000217527|RPS16P5	19	19	14	20	19	19	32	16	24
ENSG00000001084	ENSG00000001084|GCLC	1297	869	1116	505	502	542	885	603	663
ENSG00000249379	ENSG00000249379|GCLC-AS1	18	13	15	16	15	21	20	21	11
ENSG00000231683	ENSG00000231683	0	0	0	3	3	0	0	10	4
ENSG00000235899	ENSG00000235899|LINC01564	0	0	0	0	0	0	0	0	0
ENSG00000124743	ENSG00000124743|KLHL31	101	53	102	101	48	65	127	72	61
ENSG00000213335	ENSG00000213335|CLNS1AP1	2	1	1	0	1	1	1	0	1
ENSG00000227885	ENSG00000227885	58	49	96	91	74	72	147	89	105
ENSG00000137269	ENSG00000137269|LRRC1	521	414	511	290	274	283	543	295	337
ENSG00000271218	ENSG00000271218	9	3	3	0	5	0	10	0	0
ENSG00000146147	ENSG00000146147|MLIP	5	4	2	21	7	16	14	17	19
ENSG00000235050	ENSG00000235050|MLIP-AS1	0	1	0	2	11	10	1	9	9
ENSG00000218143	ENSG00000218143|ERHP2	0	0	0	0	0	0	0	0	0
ENSG00000287745	ENSG00000287745	0	0	0	0	0	0	0	0	0
ENSG00000216347	ENSG00000216347|RPL10P10	1	2	0	0	1	0	3	0	0
ENSG00000220773	ENSG00000220773|RPSAP44	3	9	5	1	2	4	1	2	5
